-2.5,44.30966667,0.475195632
-2.25,41.209,0.102628781
-2,38.633,0.139025178
-1.75,35.39166667,0.310630899
-1.5,31.68466667,0.139810189
-1.25,27.27233333,0.043091634
-1,23.02633333,0.087864795
-0.75,18.285,0.035137824
-0.5,14.00133333,0.049087224
-0.25,9.688933333,0.053246617
0,6.235033333,0.036691719
0.25,3.121166667,0.017651125
0.5,1.037066667,0.006127715
0.75,0.119633333,0.001354556
1,-0.049226667,0.017114556
1.25,-0.040086667,4.71E-05
1.5,-0.041446667,0.000324996
1.75,-0.041466667,7.76E-05
2,-0.042116667,0.000414916
2.25,-0.042116667,0.000108423
2.5,-0.042856667,0.000606429
