-2.5,132.31,0.797997494
-2.25,122.4733333,0.25328947
-2,112.8666667,0.51447924
-1.75,102.9566667,0.357988206
-1.5,89.55166667,0.553800405
-1.25,79.13833333,0.806465677
-1,65.766,0.241430459
-0.75,52.56533333,0.573999032
-0.5,40.467,0.168184423
-0.25,29.24366667,0.203014504
0,18.56533333,0.122271101
0.25,9.2344,0.023169089
0.5,3.074733333,0.027204452
0.75,0.354653333,0.002249597
1,-0.112466667,0.000467784
1.25,-0.121256667,0.000231709
1.5,-0.123766667,0.000273537
1.75,-0.125883333,0.000633368
2,-0.12744,0.000791581
2.25,-0.12745,0.000113137
2.5,-0.128543333,0.000440933
