-2.5,160.7866667,1.070648817
-2.25,151.4366667,1.232945885
-2,138.0666667,1.026525964
-1.75,126.81,1.421993905
-1.5,112.4333333,0.841440564
-1.25,97.09433333,0.198296635
-1,80.837,0.18046791
-0.75,65.4,0.409610384
-0.5,50.687,0.02578113
-0.25,35.506,0.100442355
0,22.63266667,0.381665065
0.25,11.60166667,0.046312945
0.5,3.744966667,0.049694153
0.75,0.43269,0.004299333
1,-0.136836667,0.000866769
1.25,-0.14818,0.000331763
1.5,-0.150933333,0.000560377
1.75,-0.152553333,0.000542607
2,-0.15467,0.000965954
2.25,-0.155386667,0.000243082
2.5,-0.157236667,0.001198063
